NDW:1.0
TTFW:1.0
DFPT:1.0
DFPAP:10.0
DFPMP:1.0
level,win/fail,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
ge-45,true,1.00,20,231,18,1,1091,672
ge-46,true,1.00,14,247,13,1,707,424
ge-47,true,1.00,6,211,5,1,202,82
ge-48,true,1.00,8,257,8,1,304,61
ge-49,true,1.00,3,222,2,1,83,6
ge-50,true,1.00,3,216,2,1,91,8
ge-51,true,1.00,8,239,7,1,354,226
ge-52,true,1.00,63,249,62,2,3690,767
ge-53,true,1.00,5,216,3,1,150,51
ge-54,true,1.00,12,251,11,1,509,167
ge-55,true,1.00,31,246,30,1,1750,774
ge-56,true,1.00,4,222,3,1,122,24
ge-57,true,1.00,4,216,2,1,102,19
ge-58,true,1.00,99,273,97,3,5417,1164
ge-59,true,1.00,3,210,2,1,85,4
ge-60,true,1.00,3,205,2,1,81,4
ge-61,true,1.00,3,199,1,1,73,3
ge-62,true,1.00,5,217,3,1,199,118
ge-63,true,1.00,4,224,3,1,115,27
ge-64,true,1.00,51,222,49,2,2746,1399
ge-65,true,1.00,8,222,6,1,320,195
ge-66,true,1.00,4,228,3,1,129,20
ge-67,true,1.00,56,229,55,2,2468,1085
ge-68,true,1.00,18,214,17,1,810,431
ge-69,true,1.00,3,199,2,1,86,13
ge-70,true,1.00,4,227,3,1,130,16
ge-71,true,1.00,7,253,6,1,310,63
ge-72,true,1.00,4753,264,4752,144,281275,1761
ge-73,true,1.00,3,215,2,1,97,21
ge-74,true,1.00,4,223,2,1,108,11
ge-75,true,1.00,43,251,41,2,2331,879
ge-76,true,1.00,3,229,2,1,112,14
ge-77,true,1.00,3,240,2,1,126,20
ge-78,true,1.00,364,257,362,11,20827,1330
ge-79,true,1.00,4,226,3,1,124,27
ge-80,true,1.00,28,221,27,1,1396,1041
ge-81,true,1.00,6,210,5,1,305,120
ge-82,true,1.00,194,245,192,6,10352,1276
ge-83,true,1.00,3731,271,3730,113,206313,1086
ge-84,true,1.00,3,205,1,1,96,15
ge-85,true,1.00,3,199,2,1,74,3
ge-86,true,1.00,4,216,2,1,103,19
ge-87,true,1.00,4,228,3,1,115,18
ge-88,true,1.00,21,230,20,1,1026,241
ge-89,true,1.00,626,264,624,19,37803,1419
ge-90,true,1.00,3,199,2,1,70,1
ge-91,true,1.00,3,199,1,1,73,1
ge-92,true,1.00,3,204,1,1,72,1
ge-93,true,1.00,7,222,6,1,245,171
ge-94,true,1.00,4,225,2,1,108,13
ge-95,true,1.00,97,263,95,3,5669,1556
ge-96,true,1.00,5,227,3,1,164,44
ge-97,true,1.00,24,217,22,1,1174,1029
ge-98,true,1.00,3,199,2,1,69,1
ge-99,true,1.00,2,205,1,1,72,1
ge-100,true,1.00,5,210,3,1,132,25
hopper-1,true,1.00,20,350,18,1,878,286
hopper-2,true,1.00,23,351,21,1,949,221
hopper-3,true,1.00,11,331,9,1,419,219
hopper-4,true,1.00,22,350,20,1,971,282
hopper-5,true,1.00,21,338,18,1,860,184
hopper-6,true,1.00,15,351,13,1,616,238
hopper-7,true,1.00,12,356,10,1,456,109
hopper-8,true,1.00,14,367,12,1,484,101
hopper-9,true,1.00,41,397,28,1,1358,404
hopper-10,true,1.00,15,366,13,1,581,130
hopper-11,true,1.00,17,357,15,1,615,109
hopper-12,true,1.00,15,351,12,1,489,160
hopper-13,true,1.00,19,384,17,1,705,209
hopper-14,true,1.00,12,350,9,1,406,129
hopper-15,true,1.00,11,331,10,1,363,146
hopper-16,true,1.00,18,357,16,1,860,297
hopper-17,true,1.00,11,356,9,1,408,150
hopper-18,true,1.00,12,336,10,1,459,92
hopper-19,true,1.00,27,344,25,1,1095,268
hopper-20,true,1.00,32,342,29,1,1349,235
hopper-21,true,1.00,28,362,25,1,1164,363
hopper-22,true,1.00,21,333,19,1,879,150
hopper-23,true,1.00,10,303,8,1,287,130
hopper-24,true,1.00,11,321,9,1,295,108
hopper-25,true,1.00,18,321,16,1,752,252
hopper-26,true,1.00,8,321,6,1,292,125
hopper-27,true,1.00,15,333,13,1,612,223
hopper-28,true,1.00,24,387,22,1,1045,284
hopper-29,true,1.00,9,315,8,1,327,83
hopper-30,true,1.00,64,372,62,2,2688,413
hopper-31,true,1.00,8,343,6,1,269,99
hopper-32,true,1.00,17,362,15,1,717,156
hopper-33,true,1.00,24,327,22,1,959,292
hopper-34,true,1.00,63,350,61,2,3042,618
hopper-35,true,1.00,16,368,13,1,587,165
hopper-36,true,1.00,13,333,10,1,445,117
hopper-37,true,1.00,13,375,11,1,509,160
hopper-38,true,1.00,8,357,6,1,241,80
hopper-39,true,1.00,14,377,11,1,524,180
hopper-40,true,1.00,20,339,19,1,839,388
hopper-41,true,1.00,8,351,6,1,236,87
hopper-42,true,1.00,21,332,18,1,774,161
hopper-43,true,1.00,16,368,14,1,635,205
hopper-44,true,1.00,23,361,20,1,946,332
hopper-45,true,1.00,17,351,15,1,712,282
hopper-46,true,1.00,11,330,9,1,387,101
hopper-47,true,1.00,14,338,12,1,590,266
hopper-48,true,1.00,21,341,19,1,861,361
hopper-49,true,1.00,21,356,18,1,798,226
hopper-50,true,1.00,13,385,11,1,505,152
hopper-51,true,1.00,23,337,21,1,866,443
hopper-52,true,1.00,11,320,9,1,384,124
hopper-53,true,1.00,18,397,16,1,708,313
hopper-54,true,1.00,25,360,21,1,916,144
hopper-55,true,1.00,65,363,63,2,2730,352
hopper-56,true,1.00,12,332,10,1,422,113
hopper-57,true,1.00,32,347,30,1,1284,282
hopper-58,true,1.00,10,324,9,1,365,95
hopper-59,true,1.00,13,347,11,1,396,96
hopper-60,true,1.00,28,378,25,1,1064,251
hopper-61,true,1.00,23,349,21,1,1009,242
hopper-62,true,1.00,15,339,13,1,627,324
hopper-63,true,1.00,9,338,7,1,316,80
hopper-64,true,1.00,13,297,11,1,459,160
hopper-65,true,1.00,25,327,23,1,1059,226
hopper-66,true,1.00,9,321,7,1,310,92
hopper-67,true,1.00,22,309,20,1,824,149
hopper-68,true,1.00,25,345,24,1,1053,270
hopper-69,true,1.00,15,302,13,1,568,241
hopper-70,true,1.00,11,372,9,1,405,100
hopper-71,true,1.00,20,356,18,1,831,212
hopper-72,true,1.00,21,362,19,1,933,424
hopper-73,true,1.00,13,339,11,1,437,110
hopper-74,true,1.00,23,339,20,1,880,415
hopper-75,true,1.00,13,339,12,1,462,151
hopper-76,true,1.00,20,335,18,1,812,353
hopper-77,true,1.00,64,360,62,2,2944,294
hopper-78,true,1.00,11,330,8,1,359,130
hopper-79,true,1.00,14,339,12,1,510,128
hopper-80,true,1.00,15,297,13,1,563,215
hopper-81,true,1.00,26,342,24,1,1051,358
hopper-82,true,1.00,15,367,13,1,584,301
hopper-83,true,1.00,17,351,15,1,760,359
hopper-84,true,1.00,24,351,21,1,1017,248
hopper-85,true,1.00,28,332,26,1,1175,309
hopper-86,true,1.00,21,315,19,1,760,435
hopper-87,true,1.00,19,344,17,1,876,287
hopper-88,true,1.00,19,333,16,1,715,222
hopper-89,true,1.00,54,377,27,1,1076,276
hopper-90,true,1.00,80,366,74,2,1406,295
hopper-91,true,1.00,23,356,10,1,409,103
hopper-92,true,1.00,14,338,9,1,416,122
hopper-93,true,1.00,43,362,30,1,953,238
hopper-94,true,1.00,38,339,29,1,964,273
hopper-95,true,1.00,15,356,12,1,534,146
hopper-96,true,1.00,7,309,5,1,196,65
hopper-97,true,1.00,23,370,21,1,855,214
hopper-98,true,1.00,28,333,26,1,1208,259
hopper-99,true,1.00,16,344,14,1,580,217
hopper-100,true,1.00,28,368,25,1,1105,226
Krys-1,true,1.00,10540,539,10521,323,604768,1708
Krys-2,true,1.00,2909,413,2907,89,159016,862
Krys-3,true,1.00,9233,467,9231,291,549204,1482
Krys-4,true,1.00,8902,473,8900,272,465457,1321
Krys-5,true,1.00,8,349,6,1,328,83
Krys-6,true,1.00,1885,378,1883,57,103927,1051
Krys-7,true,1.00,26,369,24,1,1264,474
Krys-8,true,1.00,8286,439,8285,251,433033,1050
Krys-9,true,1.00,12,386,10,1,499,192
Krys-10,true,1.00,23,376,20,1,1156,650
Krys-11,true,1.00,6609,442,6607,200,327885,771
Krys-12,true,1.00,8292,416,8291,251,442640,925
Krys-13,true,1.00,6164,364,6163,186,327495,1595
Krys-14,true,1.00,2508,375,2506,76,117634,779
Krys-15,true,1.00,96,399,93,3,5764,1234
Krys-16,true,1.00,4192,420,4190,127,220573,1331
Krys-17,true,1.00,9012,466,9010,274,526510,1245
Krys-18,true,1.00,2804,405,2802,85,155074,1058
Krys-19,true,1.00,5227,395,5225,158,290326,1556
Krys-20,true,1.00,3831,435,3829,116,211403,1136
Krys-21,true,1.00,20,374,18,1,1018,292
Krys-22,true,1.00,24,350,22,1,1182,664
Krys-23,true,1.00,33,446,30,1,1731,596
Krys-24,true,1.00,8828,437,8827,269,472530,1886
Krys-25,true,1.00,3203,419,3200,97,185927,1603
Krys-26,true,1.00,47,398,44,2,2548,1177
Krys-27,true,1.00,6933,436,6930,210,389812,1684
Krys-28,true,1.00,8131,502,8129,259,461224,1895
Krys-29,true,1.00,6238,493,6236,189,361961,1657
Krys-30,true,1.00,9637,476,9635,290,530989,1770
Krys-31,true,1.00,54,362,51,2,2703,529
Krys-32,true,1.00,60,403,58,2,3191,394
Krys-33,true,1.00,743,397,740,22,35968,575
Krys-34,true,1.00,329,426,328,10,19177,942
Krys-35,true,1.00,3432,403,3430,104,211722,1752
Krys-36,true,1.00,10819,409,10819,332,605641,516
Krys-37,true,1.00,2741,433,2739,84,179810,876
Krys-38,true,1.00,5383,458,5381,163,333808,845
Krys-39,true,1.00,11897,457,11896,361,679957,923
Krys-40,true,1.00,1290,421,1287,39,74548,753
Krys-41,true,1.00,8171,418,8170,248,463167,848
Krys-42,true,1.00,64,398,62,2,3208,580
Krys-43,true,1.00,230,358,227,7,10578,316
Krys-44,true,1.00,1256,442,1253,38,69413,1672
Krys-45,true,1.00,5384,373,5383,163,279783,1480
Krys-46,true,1.00,4877,460,4875,148,274629,995
Krys-47,true,1.00,67,439,64,2,3682,734
Krys-48,true,1.00,19,349,18,1,929,278
Krys-49,true,1.00,8041,425,8040,241,410283,1255
Krys-50,true,1.00,8276,436,8275,251,474124,1696
Krys-51,true,1.00,32,400,30,1,1530,984
Krys-52,true,1.00,8570,421,8568,260,462364,1358
Krys-53,true,1.00,9084,457,9083,277,505985,1515
Krys-54,true,1.00,6510,391,6508,197,385054,1843
Krys-55,true,1.00,11207,480,11206,344,659806,1193
Krys-56,true,1.00,20,351,18,1,1055,523
Krys-57,true,1.00,16,337,14,1,672,267
Krys-58,true,1.00,8357,488,8356,265,467766,1467
Krys-59,true,1.00,6639,420,6637,201,332337,1161
Krys-60,true,1.00,10785,420,10784,327,594120,982
Krys-61,true,1.00,2572,437,2570,78,148299,1180
Krys-62,true,1.00,9807,440,9806,300,493443,1469
Krys-63,true,1.00,13354,556,13353,414,744443,1525
Krys-64,true,1.00,3702,514,3700,112,227471,1682
Krys-65,true,1.00,9322,460,9321,285,504610,1333
Krys-66,true,1.00,9641,497,9640,293,501394,1315
Krys-67,true,1.00,9482,516,9481,287,534535,1696
Krys-68,true,1.00,33,400,30,1,1577,650
Krys-69,true,1.00,9919,529,9917,301,572200,1743
Krys-70,true,1.00,11876,499,11874,360,673200,1682
Krys-71,true,1.00,19,411,16,1,1024,404
Krys-72,true,1.00,3011,391,3009,91,164081,1231
Krys-73,true,1.00,8437,402,8436,256,463798,1477
Krys-74,true,1.00,5846,367,5844,177,289227,1078
Krys-75,true,1.00,5151,378,5150,156,264888,895
Krys-76,true,1.00,4024,373,4022,123,233374,1789
Krys-77,true,1.00,32,380,30,1,1715,1196
Krys-78,true,1.00,8051,463,8049,244,477437,1732
Krys-79,true,1.00,125,402,123,4,6301,573
Krys-80,true,1.00,6842,464,6840,207,363146,1495
Krys-81,true,1.00,30,398,28,1,1347,403
Krys-82,true,1.00,3699,373,3697,112,188053,1456
Krys-83,true,1.00,11678,444,11678,354,678887,1445
Krys-84,true,1.00,993,352,992,30,49685,849
Krys-85,true,1.00,1537,470,1534,46,85825,1053
Krys-86,true,1.00,8748,471,8747,265,504457,1708
Krys-87,true,1.00,1683,408,1681,51,85081,635
Krys-88,true,1.00,8517,462,8516,258,467230,1664
Krys-89,true,1.00,63,379,61,2,3058,447
Krys-90,true,1.00,16,347,14,1,773,380
Krys-91,true,1.00,101,404,98,3,4949,986
Krys-92,true,1.00,11040,422,11039,335,603487,1787
Krys-93,true,1.00,27,389,25,1,1329,681
Krys-94,true,1.00,29,363,27,1,1450,811
Krys-95,true,1.00,5452,432,5450,168,266822,1326
Krys-96,true,1.00,19,363,16,1,945,263
Krys-97,true,1.00,7924,426,7923,240,437713,1669
Krys-98,true,1.00,10664,458,10662,328,572447,1407
Krys-99,true,1.00,5549,453,5547,168,273230,555
Krys-100,true,1.00,9,349,7,1,402,200
notch-1,true,1.00,7,256,5,1,232,121
notch-2,true,1.00,7,316,5,1,228,72
notch-3,true,1.00,8,283,6,1,266,135
notch-4,true,1.00,4,256,3,1,115,6
notch-5,true,1.00,3,258,1,1,97,8
notch-6,true,1.00,13,319,11,1,563,142
notch-7,true,1.00,14,265,13,1,564,205
notch-8,true,1.00,26,335,24,1,1239,584
notch-9,true,1.00,8,269,6,1,315,124
notch-10,true,1.00,8,340,6,1,280,91
notch-11,true,1.00,15,280,13,1,586,204
notch-12,true,1.00,17,272,15,1,669,239
notch-13,true,1.00,13,263,11,1,556,212
notch-14,true,1.00,12,272,10,1,467,170
notch-15,true,1.00,15,296,14,1,738,406
notch-16,true,1.00,18,301,16,1,848,464
notch-17,true,1.00,26,322,24,1,1231,373
notch-18,true,1.00,19,378,17,1,959,295
notch-19,true,1.00,12,259,11,1,534,129
notch-20,true,1.00,5,311,3,1,139,10
notch-21,true,1.00,30,325,29,1,1386,618
notch-22,true,1.00,19,241,18,1,857,566
notch-23,true,1.00,16,274,14,1,691,290
notch-24,true,1.00,31,307,30,1,1470,720
notch-25,true,1.00,12,288,10,1,515,273
notch-26,true,1.00,4,271,3,1,149,16
notch-27,true,1.00,4,294,3,1,150,21
notch-28,true,1.00,14,267,12,1,581,147
notch-29,true,1.00,9,277,7,1,328,74
notch-30,true,1.00,12,262,11,1,448,166
notch-31,true,1.00,11,262,10,1,464,242
notch-32,true,1.00,7,279,6,1,269,121
notch-33,true,1.00,6,239,5,1,216,117
notch-34,true,1.00,16,259,14,1,663,162
notch-35,true,1.00,5,282,3,1,156,34
notch-36,true,1.00,11,290,9,1,430,280
notch-37,true,1.00,4,294,2,1,145,12
notch-38,true,1.00,13,318,11,1,539,282
notch-39,true,1.00,6,275,5,1,214,89
notch-40,true,1.00,7,289,6,1,224,79
notch-41,true,1.00,27,281,25,1,1250,945
notch-42,true,1.00,15,278,13,1,623,208
notch-43,true,1.00,4,288,2,1,120,4
notch-44,true,1.00,9,261,7,1,373,166
notch-45,true,1.00,12,289,10,1,462,200
notch-46,true,1.00,12,286,11,1,492,136
notch-47,true,1.00,8,285,6,1,388,236
notch-48,true,1.00,14,300,12,1,611,266
notch-49,true,1.00,11,284,9,1,388,226
notch-50,true,1.00,29,322,27,1,1634,1271
notch-51,true,1.00,7,290,5,1,271,83
notch-52,true,1.00,10,290,8,1,388,157
notch-53,true,1.00,22,311,20,1,980,360
notch-54,true,1.00,20,289,19,1,944,515
notch-55,true,1.00,17,306,16,1,909,704
notch-56,true,1.00,9,306,7,1,336,182
notch-57,true,1.00,12,300,10,1,555,166
notch-58,true,1.00,14,300,13,1,706,187
notch-59,true,1.00,9,274,7,1,356,238
notch-60,true,1.00,4,307,2,1,135,5
notch-61,true,1.00,6,249,5,1,265,153
notch-62,true,1.00,22,299,20,1,1057,404
notch-63,true,1.00,13,288,12,1,533,184
notch-64,true,1.00,10,295,9,1,409,109
notch-65,true,1.00,5,321,3,1,196,33
notch-66,true,1.00,6,293,5,1,235,113
notch-67,true,1.00,10,267,8,1,411,196
notch-68,true,1.00,8,273,6,1,272,156
notch-69,true,1.00,5,293,3,1,154,11
notch-70,true,1.00,18,289,16,1,870,283
notch-71,true,1.00,4,287,3,1,133,7
notch-72,true,1.00,10,300,8,1,332,110
notch-73,true,1.00,10,283,8,1,362,97
notch-74,true,1.00,6,262,5,1,187,75
notch-75,true,1.00,8,281,7,1,370,216
notch-76,true,1.00,4,311,3,1,141,9
notch-77,true,1.00,13,285,12,1,530,153
notch-78,true,1.00,10,269,8,1,378,239
notch-79,true,1.00,4,318,3,1,170,13
notch-80,true,1.00,8,252,7,1,291,195
notch-81,true,1.00,8,255,7,1,376,273
notch-82,true,1.00,34,308,32,1,1754,746
notch-83,true,1.00,13,305,11,1,566,252
notch-84,true,1.00,7,256,6,1,228,68
notch-85,true,1.00,11,287,9,1,414,111
notch-86,true,1.00,8,273,6,1,357,144
notch-87,true,1.00,7,283,6,1,325,108
notch-88,true,1.00,5,306,4,1,157,8
notch-89,true,1.00,6,283,5,1,217,87
notch-90,true,1.00,10,283,8,1,451,325
notch-91,true,1.00,13,309,11,1,625,424
notch-92,true,1.00,4,279,2,1,121,4
notch-93,true,1.00,28,289,26,1,1325,636
notch-94,true,1.00,14,282,12,1,610,255
notch-95,true,1.00,8,266,6,1,308,202
notch-96,true,1.00,11,270,9,1,414,280
notch-97,true,1.00,11,304,10,1,488,123
notch-98,true,1.00,7,297,5,1,257,44
notch-99,true,1.00,8,294,6,1,304,82
notch-100,true,1.00,6,277,5,1,212,75
notchParam-1,true,1.00,19,336,17,1,751,108
notchParam-2,true,1.00,15,317,13,1,580,88
notchParam-3,true,1.00,16,324,14,1,718,244
notchParam-4,true,1.00,10,346,8,1,351,57
notchParam-5,true,1.00,24,329,23,1,1028,374
notchParam-6,true,1.00,15,312,13,1,610,153
notchParam-7,true,1.00,22,332,20,1,901,189
notchParam-8,true,1.00,5,332,3,1,124,3
notchParam-9,true,1.00,8,353,6,1,333,82
notchParam-10,true,1.00,7,327,6,1,238,63
notchParam-11,true,1.00,7,312,5,1,236,102
notchParam-12,true,1.00,14,321,12,1,666,317
notchParam-13,true,1.00,4,328,3,1,148,33
notchParam-14,true,1.00,4,300,3,1,107,3
notchParam-15,true,1.00,5,312,3,1,155,30
notchParam-16,true,1.00,5,319,3,1,127,9
notchParam-17,true,1.00,9,312,7,1,369,95
notchParam-18,true,1.00,10,334,8,1,366,100
notchParam-19,true,1.00,15,327,13,1,572,105
notchParam-20,true,1.00,17,324,16,1,636,93
notchParam-21,true,1.00,11,318,9,1,459,64
notchParam-22,true,1.00,10,339,8,1,347,90
notchParam-23,true,1.00,34,397,32,1,1662,330
notchParam-24,true,1.00,8,320,6,1,257,54
notchParam-25,true,1.00,11,365,9,1,480,126
notchParam-26,true,1.00,13,339,11,1,578,239
notchParam-27,true,1.00,21,324,19,1,906,219
notchParam-28,true,1.00,7,341,5,1,210,13
notchParam-29,true,1.00,7,327,5,1,242,74
notchParam-30,true,1.00,13,336,11,1,474,148
notchParam-31,true,1.00,8,345,6,1,283,116
notchParam-32,true,1.00,19,322,17,1,742,156
notchParam-33,true,1.00,10,318,8,1,322,107
notchParam-34,true,1.00,9,335,8,1,412,101
notchParam-35,true,1.00,12,329,11,1,493,74
notchParam-36,true,1.00,8,318,7,1,340,185
notchParam-37,true,1.00,11,300,9,1,381,121
notchParam-38,true,1.00,10,318,8,1,346,129
notchParam-39,true,1.00,9,318,7,1,329,77
notchParam-40,true,1.00,10,318,8,1,433,204
notchParam-41,true,1.00,11,316,9,1,432,164
notchParam-42,true,1.00,16,312,14,1,559,99
notchParam-43,true,1.00,10,322,8,1,431,182
notchParam-44,true,1.00,13,329,11,1,494,98
notchParam-45,true,1.00,10,377,8,1,376,146
notchParam-46,true,1.00,10,324,8,1,446,250
notchParam-47,true,1.00,4,312,2,1,112,2
notchParam-48,true,1.00,14,347,12,1,498,108
notchParam-49,true,1.00,12,333,10,1,425,95
notchParam-50,true,1.00,9,309,8,1,299,99
notchParam-51,true,1.00,19,294,17,1,744,213
notchParam-52,true,1.00,11,324,9,1,396,122
notchParam-53,true,1.00,6,336,4,1,207,32
notchParam-54,true,1.00,8,333,6,1,303,143
notchParam-55,true,1.00,13,320,11,1,467,108
notchParam-56,true,1.00,4,305,3,1,110,3
notchParam-57,true,1.00,7,306,5,1,240,44
notchParam-58,true,1.00,9,323,8,1,361,99
notchParam-59,true,1.00,9,352,8,1,322,114
notchParam-60,true,1.00,23,324,22,1,1178,215
notchParam-61,true,1.00,6,364,4,1,193,18
notchParam-62,true,1.00,20,330,18,1,721,119
notchParam-63,true,1.00,12,344,10,1,423,99
notchParam-64,true,1.00,10,350,8,1,398,131
notchParam-65,true,1.00,60,384,58,2,2929,639
notchParam-66,true,1.00,16,363,15,1,681,270
notchParam-67,true,1.00,16,323,14,1,585,136
notchParam-68,true,1.00,18,330,16,1,693,104
notchParam-69,true,1.00,17,342,15,1,717,120
notchParam-70,true,1.00,14,336,12,1,542,149
notchParam-71,true,1.00,10,370,7,1,362,57
notchParam-72,true,1.00,20,330,18,1,854,238
notchParam-73,true,1.00,15,322,13,1,608,263
notchParam-74,true,1.00,29,356,27,1,1394,466
notchParam-75,true,1.00,15,338,13,1,610,221
notchParam-76,true,1.00,4,317,3,1,127,14
notchParam-77,true,1.00,11,342,10,1,472,111
notchParam-78,true,1.00,11,346,10,1,412,138
notchParam-79,true,1.00,7,308,5,1,221,89
notchParam-80,true,1.00,9,336,7,1,371,198
notchParam-81,true,1.00,12,355,10,1,419,120
notchParam-82,true,1.00,4,319,3,1,130,20
notchParam-83,true,1.00,4,300,3,1,106,1
notchParam-84,true,1.00,12,345,11,1,510,90
notchParam-85,true,1.00,9,342,8,1,380,101
notchParam-86,true,1.00,4,318,3,1,140,25
notchParam-87,true,1.00,10,330,8,1,353,117
notchParam-88,true,1.00,16,303,14,1,584,102
notchParam-89,true,1.00,4,300,3,1,107,3
notchParam-90,true,1.00,11,330,9,1,414,232
notchParam-91,true,1.00,19,318,17,1,819,375
notchParam-92,true,1.00,14,324,12,1,620,284
notchParam-93,true,1.00,8,318,6,1,234,95
notchParam-94,true,1.00,17,357,15,1,743,373
notchParam-95,true,1.00,17,398,15,1,701,177
notchParam-96,true,1.00,5,314,3,1,134,6
notchParam-97,true,1.00,8,318,7,1,323,172
notchParam-98,true,1.00,14,318,12,1,562,279
notchParam-99,true,1.00,9,321,7,1,306,111
notchParam-100,true,1.00,10,324,8,1,366,97
notchParamRand-1,true,1.00,16,312,14,1,677,164
notchParamRand-2,true,1.00,8,300,6,1,236,104
notchParamRand-3,true,1.00,5,333,3,1,156,18
notchParamRand-4,true,1.00,6,341,4,1,245,48
notchParamRand-5,true,1.00,4,294,2,1,102,2
notchParamRand-6,true,1.00,16,349,14,1,517,126
notchParamRand-7,true,1.00,7,327,5,1,229,112
notchParamRand-8,true,1.00,7,312,6,1,220,43
notchParamRand-9,true,1.00,5,327,3,1,144,17
notchParamRand-10,true,1.00,8,324,6,1,262,92
notchParamRand-11,true,1.00,15,317,14,1,563,125
notchParamRand-12,true,1.00,5,321,3,1,129,11
notchParamRand-13,true,1.00,4,327,2,1,155,12
notchParamRand-14,true,1.00,15,328,13,1,578,120
notchParamRand-15,true,1.00,5,312,4,1,126,13
notchParamRand-16,true,1.00,11,336,9,1,344,80
notchParamRand-17,true,1.00,4,300,2,1,105,1
notchParamRand-18,true,1.00,12,366,10,1,502,156
notchParamRand-19,true,1.00,18,318,16,1,798,239
notchParamRand-20,true,1.00,28,370,25,1,1428,210
notchParamRand-21,true,1.00,10,334,8,1,349,197
notchParamRand-22,true,1.00,5,321,3,1,148,14
notchParamRand-23,true,1.00,6,370,4,1,195,30
notchParamRand-24,true,1.00,8,324,7,1,318,130
notchParamRand-25,true,1.00,16,315,14,1,551,84
notchParamRand-26,true,1.00,12,346,10,1,450,117
notchParamRand-27,true,1.00,7,324,5,1,207,78
notchParamRand-28,true,1.00,5,320,3,1,141,21
notchParamRand-29,true,1.00,5,312,3,1,112,4
notchParamRand-30,true,1.00,6,371,4,1,273,34
notchParamRand-31,true,1.00,28,318,11,1,495,269
notchParamRand-32,true,1.00,8,294,6,1,226,125
notchParamRand-33,true,1.00,5,324,3,1,149,25
notchParamRand-34,true,1.00,11,323,9,1,435,217
notchParamRand-35,true,1.00,4,324,3,1,133,7
notchParamRand-36,true,1.00,16,300,15,1,583,120
notchParamRand-37,true,1.00,7,304,6,1,209,100
notchParamRand-38,true,1.00,7,340,5,1,245,76
notchParamRand-39,true,1.00,13,366,10,1,512,167
notchParamRand-40,true,1.00,11,367,9,1,395,76
notchParamRand-41,true,1.00,5,306,3,1,108,6
notchParamRand-42,true,1.00,4,300,2,1,118,3
notchParamRand-43,true,1.00,4,294,4,1,102,3
notchParamRand-44,true,1.00,5,324,3,1,126,5
notchParamRand-45,true,1.00,8,324,6,1,264,120
notchParamRand-46,true,1.00,5,332,3,1,160,20
notchParamRand-47,true,1.00,26,346,24,1,1140,483
notchParamRand-48,true,1.00,15,325,13,1,541,128
notchParamRand-49,true,1.00,4,312,2,1,116,3
notchParamRand-50,true,1.00,15,336,13,1,718,412
notchParamRand-51,true,1.00,5,313,3,1,112,1
notchParamRand-52,true,1.00,6,341,4,1,191,46
notchParamRand-53,true,1.00,7,312,5,1,232,115
notchParamRand-54,true,1.00,238,348,236,8,15133,1049
notchParamRand-55,true,1.00,6,336,4,1,192,23
notchParamRand-56,true,1.00,5,332,3,1,182,25
notchParamRand-57,true,1.00,5,306,3,1,136,12
